Car Name,Brand,Country of Origin,Body Style,Segment,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25
Kushaq,Skoda,Germany,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1822,2904,2158,2413,1876,2840,2608,2307,2499,2413,1806,2983,2064,1876,2224,1691,2009,2186,2013,1783,2552,2162,1685,2133,2394,2409,2260,2447,1908,2485,1082,1137,1293,1159,1157,1198,1070,1502,1767,2213,1524,2465,1371,1035,897,783,644,792,901,789,769,1219,586,958
Karoq,Skoda,Germany,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,175,240,182,5,4,0,2,1,3,1,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slavia,Skoda,Germany,Sedan,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1862,2665,2431,2466,2765,1895,1941,937,1376,2022,2257,1413,1274,1574,1586,1695,1639,1654,1657,1581,1943,1749,1960,1242,1028,1358,1253,1538,1230,793,1122,1391,1637,1131,1894,1510,901,1185,1048,937,896,1168,1008,1339,1648,1120,711
Kylaq,Skoda,Germany,SUV,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242,3636,5327,5364,4949,3196,3377,3099,4398,5078,3538,3668
Nano,Tata,India,Hatchback,A,6703,8262,8707,10012,6515,5452,3260,1202,2936,3868,6401,7466,7723,9217,10475,8028,8507,5605,5485,6507,5491,4004,3503,2202,1504,1505,1507,948,1014,2003,2052,2081,2104,2120,1055,554,2250,2496,2452,1027,1001,1001,875,758,1703,1654,1900,1414,2000,1296,2272,1486,1365,1700,2120,2235,2415,2300,2263,1368,1608,1414,732,1100,856,481,701,711,610,726,525,1004,391,312,174,350,355,167,260,180,124,57,121,94,62,52,29,42,20,3,50,10,31,54,77,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indica ,Tata,India,Hatchback,B1,10591,10044,6937,4250,5497,8188,5860,7206,10282,10812,10926,9307,11534,10424,11420,6913,5467,5332,8852,7591,7936,6692,6956,5600,7321,3981,5304,5943,5500,5157,4276,4260,4884,5346,4510,3231,3920,3781,4287,2438,3067,2674,3256,2474,3020,2773,2476,2546,1954,3128,3746,2652,3202,2555,3118,3306,3345,3438,2614,1682,2909,2484,1899,1694,904,2223,2124,1934,2903,2494,1082,989,732,873,1858,239,424,333,678,114,129,156,120,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indigo ,Tata,India,Sedan,C1,8456,8966,7197,5282,4268,4882,4877,5100,7793,6268,6213,6888,9272,8595,8295,3669,3397,2658,6816,3629,3706,5748,3079,3455,2367,2283,2092,2027,2413,2468,2218,2420,2778,3478,2345,2752,2293,2749,3022,2188,2864,2258,2524,2326,2712,1643,2075,2088,2469,2974,3188,2165,2027,1939,1391,1545,1475,1814,1694,1534,1717,1323,1514,1581,590,1960,1558,1696,2260,1283,870,864,926,465,365,418,154,81,206,55,77,80,73,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sumo,Tata,India,MPV,Utility,2187,2315,2526,2007,1418,1470,1369,1588,2061,2109,2104,3243,3453,3366,3631,2513,2125,2367,3898,3129,3335,3318,2959,1451,1783,1563,2159,1749,1133,1105,1047,1686,1817,1706,1394,1631,1527,1317,1607,876,1082,1013,1339,1483,1206,998,1189,1324,660,1269,1534,1040,901,765,749,757,728,826,660,732,745,791,962,814,454,281,806,978,864,1006,708,639,558,880,1021,49,94,425,768,707,550,518,457,494,504,740,809,624,547,529,386,623,752,732,403,637,554,291,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safari (old & new),Tata,India,SUV,D,1796,1850,1966,1193,1225,1223,823,969,1937,1263,1368,1160,1392,1711,1802,947,552,970,865,1167,864,1005,1052,1374,2045,1082,1078,762,910,814,598,601,850,1115,839,895,837,804,1018,748,940,791,825,958,742,853,400,647,642,621,426,184,984,936,1029,582,775,862,631,409,575,835,546,539,333,482,532,589,740,800,476,556,251,399,440,345,240,216,476,456,481,486,217,301,346,320,1135,419,304,488,549,515,497,642,457,466,439,443,445,249,152,161,100,83,79,165,53,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,2148,1514,1536,1730,1821,1762,1500,1735,1424,1481,1563,1919,2227,2071,2242,1869,1761,1820,2030,1751,1437,1502,9032,7457,7366,8450,8133,1663,1687,1019,516,1340,2207,2103,2893,2648,2063,1716,1661,1394,2109,1951,1644,2086,1563,1385,1548,1562,1415,1340,1109,922,1242,1489,2000,2510,1895,1446
Aria,Tata,India,MPV,D1,321,173,98,286,37,356,328,204,560,438,140,244,497,417,383,63,67,17,65,39,25,147,341,5,52,4,13,8,3,2,26,14,27,26,10,59,19,57,87,76,196,108,201,242,156,24,94,86,55,24,22,18,29,14,37,10,3,9,7,3,0,0,2,0,0,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venture,Tata,India,MPV,Utility,158,299,247,357,441,423,675,560,750,366,585,608,798,1102,978,525,388,295,259,249,295,205,141,98,137,195,194,133,161,255,607,502,379,342,223,150,128,121,167,88,80,66,99,63,61,42,52,27,53,48,80,63,48,50,54,31,42,51,47,25,57,52,68,36,43,27,31,22,19,22,0,19,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zest,Tata,India,Sedan,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2671,3331,3524,3835,3056,2757,2121,2653,1989,1866,1864,1458,2006,2163,2526,1657,1804,2026,2195,1989,1419,1554,2138,1927,2100,1882,3206,2643,2279,2615,2596,2548,1985,1365,1595,2389,17743,1607,1874,1003,1237,1297,1580,1604,828,1178,972,878,964,1722,896,1208,529,562,774,645,260,300,525,423,294,270,443,434,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolt,Tata,India,Hatchback,B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,2457,2286,1118,633,716,458,433,722,830,972,944,511,1072,772,742,290,596,698,785,467,785,767,418,483,536,356,457,475,260,208,351,231,215,229,259,157,84,366,421,128,187,315,260,127,218,137,91,86,39,64,30,18,21,51,11,23,12,24,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nexon,Tata,India,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2772,3099,4163,4028,4917,4163,4405,4717,4308,4148,3840,4499,4297,4608,4224,4393,5095,5263,5616,3976,4506,4170,3344,2275,2842,4438,3437,4350,3382,3894,2646,0,623,3040,4327,5179,6007,6888,6021,6835,8225,7929,8683,6938,6439,8033,10287,10006,9211,10096,9831,12899,13816,12259,14315,13471,14614,14295,14214,15085,14518,13767,15871,12053,15567,13914,14769,15002,14423,13827,12349,8049,15325,16887,14916,15284,17182,14395,14058,11168,11457,12066,13902,12289,11470,14759,15329,13536,15397,15349,16366,15457,13096,11602,12825,14004,22573,22083,22434,19375
Harrier,Tata,India,SUV,D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,1449,2492,2075,1779,1216,740,635,941,1258,762,1458,719,641,632,0,161,653,985,1694,1755,2398,2210,2223,2443,2030,2284,1712,1360,2041,2666,2743,2821,3097,2607,2234,2702,2619,2491,2785,2794,3015,3254,2596,2996,2762,2119,2128,1572,2054,2561,2783,2303,2040,2092,1689,926,1896,2326,1404,2626,2562,2054,1746,1625,1347,1991,1892,1600,1947,1374,1307,1488,1376,1265,1012,894,1259,2216,3087,4181,4483,3771,2378
Altroz,Tata,India,Hatchback,B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4505,2806,1147,0,1379,3104,3636,4951,5952,6730,6260,6600,7378,6832,7550,6649,2896,6350,6980,6175,5772,5128,3025,5009,4525,5011,4727,4266,4913,5366,5678,4968,5227,4770,5084,4055,5675,3955,3862,4658,5420,7250,7817,7825,6684,5984,4955,4081,4935,4568,5985,5148,4983,3937,3444,3031,2758,2642,2083,1866,2033,1604,1658,2172,2779,3974,3905,3959,4168,3770,3013,2871
Punch,Tata,India,SUV,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8453,6110,8008,10027,9592,10526,10132,10241,10414,11007,12006,12251,10982,12131,10586,12006,11169,10894,10934,11124,10990,12019,14523,13036,15317,14383,13787,17978,18438,17547,19158,28949,18238,16121,15643,13711,15740,15435,15073,16231,14559,17714,12496,13133,10446,10785,10704,15891,16810,18753,15980
Curvv,Tata,India,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3455,4763,5351,5101,4994,3087,3483,3785,3149,3063,2060,2005,1703,1566,1432,1094,1104
Sierra,Tata,India,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
Compass,Jeep,USA,SUV,D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,2020,2151,2455,2828,2750,2106,1941,2172,1908,1518,1478,1201,1303,1196,1150,1164,1150,1267,1304,1441,1204,977,791,509,605,603,854,638,742,701,666,163,0,93,246,400,468,554,832,702,384,394,1103,1360,846,475,789,909,1173,1311,1324,1052,916,861,1020,1273,886,928,892,710,921,609,732,550,484,485,406,395,266,316,211,277,172,391,398,216,246,286,204,329,282,269,216,213,280,310,236,188,175,173,120,142,137,133,129,129,97,140,170,157,140
Wrangler,Jeep,USA,SUV,Premium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,29,29,21,20,32,47,34,19,18
Meridian,Jeep,USA,SUV,D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017,440,400,507,404,344,285,200,313,285,292,418,282,164,127,90,109,101,190,110,127,96,95,75,65,63,60,55,188,173,111,137,133,112,105,106,107,96,75,110,120,63,116
Grand Cherokee,Jeep,USA,SUV,Premium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,7,8,5,6,6,3,5,14,18
Innova (Crysta + Hycross),Toyota,Japan,MPV,D1,5284,4515,4418,3464,2961,4665,4816,4303,4765,3411,4308,5020,6794,6271,6765,6582,6710,6785,6678,6439,5858,5889,4682,6458,6063,6496,8422,3192,4216,4964,4677,5075,4650,6099,4412,4918,4987,4890,3232,3590,5560,5377,5591,5028,5876,5147,5371,4801,5314,5224,5851,5285,5028,4144,5449,5175,5430,5724,3944,3961,3352,4945,2805,4269,7259,8171,7765,8229,7300,6294,4934,6552,5013,6054,7252,6589,5643,1068,9369,5963,6323,6455,6673,5947,7028,6127,6952,7055,6071,6426,6638,6680,6477,6700,5425,6551,6283,6634,6984,5621,5631,4814,4865,4796,4225,5062,3414,3414,2575,5459,3810,0,759,2085,2927,2943,4087,4477,2192,2764,3939,6018,5743,3600,20,2973,6093,5755,4724,6096,6300,3989,2433,4318,7917,6351,2737,6795,6900,6036,7282,3739,2025,36,1427,4169,8075,4837,7776,8361,8935,8666,8900,8183,6910,7832,9400,8481,9900,7103,8548,9412,9912,9687,8052,8838,7867,9700,9780,8449,9856,7699,8882,8802,9119,9304,9783,11089,9295,9901
Corolla Altis,Toyota,Japan,Sedan,D1,490,985,953,776,419,629,1030,913,994,700,488,257,785,996,917,881,523,505,540,492,424,332,362,155,384,206,544,353,368,383,344,395,333,352,288,156,113,11,0,0,548,922,882,546,791,1015,1026,895,954,733,825,716,695,631,515,518,452,501,601,433,361,499,584,412,652,513,367,369,468,337,140,158,153,70,421,724,543,42,401,584,354,325,340,285,375,384,342,263,264,260,223,269,264,242,200,182,190,197,229,177,134,90,81,65,84,90,76,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fortuner,Toyota,Japan,SUV,D2,1103,991,980,739,672,990,1060,897,1078,763,860,813,941,1346,1379,1270,1399,1249,1316,1289,1301,1378,1025,1260,1505,1515,1772,1101,1359,1561,1669,1313,1518,1631,1264,1144,1419,1554,1018,911,1460,1434,1611,1534,1745,1491,1518,1295,1536,1447,1685,1642,1528,1390,1590,1065,1089,1230,1058,649,825,914,481,509,579,911,568,457,8,568,1924,1780,1954,2027,2060,2226,1961,356,3444,2116,2185,2192,2271,1591,2136,1961,1925,1939,1902,2041,1856,1818,1568,1842,1475,1337,1649,1738,1976,1481,1459,1223,1187,878,920,1302,1063,612,228,1510,1100,0,267,713,896,733,1045,1472,656,584,1169,2053,2136,1414,15,549,1789,2387,1869,1893,1844,1827,811,1848,2984,2022,1184,3133,3000,2581,2935,2031,1967,1603,3698,3426,3108,2578,2887,3086,3129,2825,2874,2475,1876,3104,3213,3395,3621,2325,2422,2675,2380,2338,2473,3684,2865,2206,3149,2876,3392,2904,2571,2743,3233,2508,2783,2920,2676,2961
Etios,Toyota,Japan,Sedan,C1,1651,2786,3257,4657,3412,5002,4095,2708,2951,3405,3943,5446,4844,4590,5104,3467,4270,4059,3760,3721,2627,2105,2050,2157,2900,2797,4742,2501,2109,2125,2680,2590,3189,2886,2263,2804,2808,2371,2811,1864,2250,2178,1768,2091,1638,2399,2128,2482,2577,2594,2852,2456,2550,2519,2827,2652,2763,2833,2720,3168,2343,2257,1389,1960,2625,2649,2351,2501,2784,2971,3188,3137,2189,2273,2611,2196,1530,195,2738,2025,2183,2440,2116,1728,1773,2060,1966,1294,1131,1661,2213,2387,2058,1677,1622,2027,1520,1682,1944,1234,1644,1693,1548,1486,1252,1620,913,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camry,Toyota,Japan,Sedan,D2,3,20,59,25,4,9,31,34,17,4,16,0,0,0,0,0,0,0,0,60,85,61,46,19,49,36,33,20,31,22,43,43,43,31,28,2,81,42,44,41,71,85,78,44,95,85,51,7,97,0,5,102,107,113,113,101,125,119,84,13,150,98,138,127,177,151,125,102,100,79,54,23,120,113,119,113,119,78,20,35,32,27,13,20,33,31,60,32,26,36,35,33,40,8,0,0,94,41,62,26,45,39,30,95,34,67,99,40,85,89,60,0,13,26,9,7,21,38,32,33,45,15,31,0,0,38,101,87,59,72,51,1,141,161,120,129,106,89,63,62,68,59,118,71,59,67,98,63,142,184,190,181,259,197,198,180,312,210,232,179,122,143,126,154,127,176,130,88,197,209,203,208,198,180,161,158,137,276,222,200
Prado,Toyota,Japan,SUV,Premium,3,8,43,19,1,0,4,7,15,16,10,9,1,14,13,13,3,3,13,3,2,9,2,2,1,5,13,2,3,1,4,0,1,2,2,2,0,0,0,3,3,16,1,21,0,7,0,0,0,48,6,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,3,1,1,2,2,0,1,0,3,3,0,0,1,0,0,0,3,3,1,2,1,1,0,0,3,0,0,2,3,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Land Cruiser,Toyota,Japan,SUV,Premium,1,3,8,1,1,0,3,1,11,8,3,3,0,5,8,8,8,2,3,11,5,15,4,5,0,3,30,6,2,3,1,13,9,10,6,6,1,5,4,1,0,0,8,5,10,3,3,2,2172,1747,2085,2110,1584,1658,3,2,2,11,23,3,1,8,37,10,25,17,22,26,14,4,3,0,0,9,32,18,14,5,16,25,11,5,8,13,5,0,24,21,9,8,9,10,17,20,7,7,4,14,18,7,12,9,16,8,11,18,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
